Abortion,In the Fields," by Sara Hickman
Abortion,In the Line of Fire," by Dogwood
Abortion,In the Morning," by Anika Moa
Abortion,Into the Slaughter Basement," by Here Comes the Kraken
Abortion,Invetro," by Organized Konfusion
Abortion,Isobel," by Dido
Abortion,It’s Not the Time," by Kendall Payne
Abortion,I Want to Live," by The Right Brothers
Abortion,I Would Die For That," by Kellie Coffey
Abortion,Jesus Loves You," by Jewel
Abortion,Judge's Chair," by Peggy Seeger
Abortion,Killers of the Unborn," by Barren Cross
Abortion,Kitchenware &amp; Candybars," by Stone Temple Pilots
Abortion,KKKill the Fetus," by Esham
Abortion,L'Annonciation," by Mylène Farmer
Abortion,La Femme Fétal," by Digable Planets
Abortion,Legal Kill," by King's X
Abortion,Let Me Live," by Pat Boone
Abortion,Let's Get Out of Here," by Blessid Union of Souls
Abortion,Life Inside You," by Matthew West
Abortion,Lime Tree," by Bright Eyes
Abortion,Little One," by Madison Greene
Abortion,Little Ones," by Phil Keaggy
Abortion,Lone Star," by The Front Bottoms
Abortion,Lost Ones," by J. Cole
Abortion,Lost Woman Song," by Ani DiFranco
Abortion,Lucy," by Skillet
Abortion,Malediction," by Atomic Opera
Abortion,Mama Mama," by Judy Collins
Abortion,Mandy Goes to Med School," by The Dresden Dolls
Abortion,Manhattan, Kansas," by Susan Werner
Abortion,Maria," by Roberta D'Angelo
Abortion,Mary and Child," by Born Against
Abortion,Miracle," by Whitney Houston
Abortion,Moral Majority," by Dead Kennedys
Abortion,Mortal Seed," by Ephraim Lewis
Abortion,Murder Is Your Name," by Venia
Abortion,Murder Me," by Harvey Stripes
Abortion,Murder She Wrote," by Chaka Demus &amp; Pliers
Abortion,Musa di nessuno," by Afterhours
Abortion,My Special Child," by Sinéad O'Connor
Abortion,My Story," by Jean Grae
Abortion,Nerea," by Sauti Sol
Abortion,Never Been Born (Mercy)," by Stan Fortuna
Abortion,Nine-Month Blues," by Peggy Seeger
Abortion,No Apology," by Anti-Flag
Abortion,No Name Yet," by Hangnail
Abortion,Not a Solution," by Chokehold
Abortion,Nude as the News," by Cat Power
Abortion,Oasis," by Amanda Palmer
Abortion,Odious," by Vigilantes of Love
Abortion,Operation Rescue," by Bad Religion
Abortion,Papa Don't Preach," by Madonna
Abortion,Pennsylvania Is…," by Everclear
Abortion,Piccola storia ignobile," by Francesco Guccini
Abortion,Plastic Rose," by Dave Alvin
Abortion,Play With the Boys," by Exude
Abortion,Please, Survive!," by Lightmare
Abortion,Potter's Field," by Anthrax
Abortion,Poussière d'ange," by Ariane Moffatt
Abortion,Pro LC," by Jenni Potts
Abortion,The Promise," by The Front
Abortion,Protestors," by Christafari (featuring Papa San, Mr. Lynx. Monty G, and the GospelReggae.com All-Stars)
Abortion,Pro- (Your) Life," by Arab Strap
Abortion,Pulling Weeds," by Faster Pussycat
Abortion,Pure Imagination," by Second Nature
Abortion,Push Dawta Push," by Jah Bull
Abortion,Quartering Alive," by Creation of Death
Abortion,Rapid City, South Dakota," by Kinky Friedman
Abortion,Rainy Day," by Pigeon John (featuring RedCloud)
Abortion,Real Killer," by Tech N9ne
Abortion,Rebecca Rodifer," by The Gaunga Dyns
Abortion,Red Ragtop," by Tim McGraw
Abortion,The Resistance," by Drake
Abortion,Retrospect for Life," by Common (featuring Lauryn Hill)
Abortion,The Right to Choose," by Oi Polloi
Abortion,Righteous Seed," by Extra Life
Abortion,Ripped to Shreds," by Dead Pharisees
Abortion,Rock A Bye Bye," by Extreme
Abortion,Roses," by Steve Green
Abortion,Rosie Jane," by Malvina Reynolds
Abortion,Rosslyn Road," by Mike &amp; Billy Nicholls
Abortion,RU 486," by The Pain Teens
Abortion,Run Away," by Bubba Sparxxx (featuring Frankie J)
Abortion,Runaway Love," by Ludacris (featuring Mary J. Blige)
Abortion,Safe," by Eligh and Jo Wilkinson (featuring Pigeon John and Slug of Atmosphere)
Abortion,Sally's Pigeons," by Cyndi Lauper
Abortion,Samantha (What You Gonna Do?)," by Cellarful of Noise
Abortion,Sara," by Fleetwood Mac
Abortion,Sea of Blood," by Radiohalo
Abortion,The Secret," by Vin Garbutt
Abortion,See No Evil," by Holy Soldier
Abortion,See You Fall," by How to Dress Well
Abortion,The Senator," by Si Kahn and John McCutcheon
Abortion,Se quiere, se mata," by Shakira
Abortion,Shasta (Carrie's Song)," by Vienna Teng
Abortion,She Wore a Red Carnation," by Candye Kane
Abortion,Shit, Man!," by Skylar Grey (featuring Angel Haze)
Abortion,Si Je T'avais Écouté," by Les Nubians
Abortion,Sibling Rivalry," by Sackcloth Fashion
Abortion,Sie hat geschrien," by Selig
Abortion,Silent Cry," by Robert Pierre
Abortion,Silent Scream," by The Crucified
Abortion,Silent Scream," by Tony Melendez
Abortion,Silent Scream," by Slayer
Abortion,Silent Scream," by Stutterfly
Abortion,Sixteen Thousand Faces," by Pat Boone
Abortion,Slide," by The Goo Goo Dolls
Abortion,Sometimes Miracles Hide," by Bruce Carroll
Abortion,Song Groove (A/K/A Abortion Papers)," by Michael Jackson
Abortion,Song X," by Neil Young (featuring Pearl Jam)
Abortion,Speculum," by Adema
Abortion,Spin," by Taking Back Sunday
Abortion,Stomach Ghost," by The Darling DeMaes
Abortion,Story of Her Life," by Mukala
Abortion,The Stranger," by Kat Eggleston
Abortion,Sunshine and Dandelions," by Cosmo Jarvis
Abortion,Superman," by Marry Me Jane
Abortion,The Survivor," by Phil Keaggy
Abortion,Tears Fall," by BarlowGirl
Abortion,That Hospital," by Loudon Wainwright III
Abortion,That's Love," by Ricochet
Abortion,These Three Things," by Type O Negative
Abortion,Third Planet," by Modest Mouse
Abortion,This Time," by John Elefante
Abortion,Tomorrow," by Mat Kearney
Abortion,A Tool to Scream," by Zao
Abortion,To Zion," by Lauryn Hill
Abortion,Traffic," by Stereophonics
Abortion,Unbeschreiblich weiblich," by Nina Hagen
Abortion,Unborn," by Caitlin Jane
Abortion,Unborn Child," by The Rep
Abortion,Unborn Child," by Seals and Crofts
Abortion,Unborn Me," by G. Finale (featuring J'Maine Jones)
Abortion,The Unseen," by Geto Boys
Abortion,Up All Night," by Charlotte Martin
Abortion,Warm Sentiments," by Arrested Development
Abortion,Water &amp; Bridges," by Kenny Rogers
Abortion,What Do You Say," by Robert Galea
Abortion,What If I," by Lyrycyst (featuring Rachael Lampa)
Abortion,What It's Like," by Everlast
Abortion,What's Going On," by Remy Ma (featuring Keyshia Cole)
Abortion,When Under Ether," by PJ Harvey
Abortion,White Crosses," by Against Me!
Abortion,Who's the Victim," by The Lead
Abortion,Why Oh Why," by Holly Near
Abortion,Willie Mae," by Steve Arrington
Abortion,Wisdom Is Watching," by Carrie Newcomer
Abortion,Woman Child," by Harry Chapin
Abortion,Womb," by Wumpscut
Abortion,You Can't Be Too Strong," by Graham Parker
Abortion,You My Child," by Stuart Davis
Abortion,You vs Them," by Jhené Aiko
Abortion,Your Escape," by Tragedy Ann
Abortion,Your Pretty Baby," by The 77s
Abortion,(You're) Having My Baby," by Paul Anka (featuring Odia Coates)
